category,country,first_issuance_at,first_retirement_at,is_compliance,issued,listed_at,name,project_id,project_type,project_type_source,project_url,proponent,protocol,registry,retired,status
forest,United States,2015-02-24 00:00:00+00:00,2016-03-21 00:00:00+00:00,FALSE,285687,2011-05-02 00:00:00+00:00,Green Assets - Middleton Avoided Conversion,CAR749,Avoided Forest Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=749,"Woodlands Nature Reserve, LLC",['car-forest'],climate-action-reserve,245375,completed
forest,United States,2014-05-27 00:00:00+00:00,2016-03-21 00:00:00+00:00,FALSE,414346,2010-08-03 00:00:00+00:00,Gualala River Forest,CAR660,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=660,The Conservation Fund,['car-forest'],climate-action-reserve,306656,completed
forest,Mexico,2023-12-27 00:00:00+00:00,2024-05-07 00:00:00+00:00,FALSE,6212,2023-09-11 00:00:00+00:00,"XICO2e Carbono Forestal Ejido San Jose de Miravalles, Municipio de San Dimas, Estado de Durango, Mexico",CAR1817,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1817,EJIDO SAN JOSE DE MIRAVALLES,['car-forest-mx'],climate-action-reserve,2300,registered
forest,Mexico,2024-05-13 00:00:00+00:00,,FALSE,34551,2023-08-02 00:00:00+00:00,"Captura de Carbono en los Bosques  del Ejido El Regocijo, Municipio de Durango, Estado de Durango, MÃ©xico.",CAR1818,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1818,EJIDO EL REGOCIJO,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2024-08-29 00:00:00+00:00,2024-12-19 00:00:00+00:00,FALSE,242910,2023-08-11 00:00:00+00:00,RestauraciÃ³n Forestal Santa Elena,CAR1820,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1820,Ejido Santa Elena,['car-forest-mx'],climate-action-reserve,1129,registered
forest,Mexico,2024-05-16 00:00:00+00:00,2024-05-24 00:00:00+00:00,FALSE,410885,2023-09-19 00:00:00+00:00,Proyecto Forestal de Captura de Carbono Comunidad San JerÃ³nimo CoatlÃ¡n,CAR1829,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1829,SAN JERONIMO COATLAN,['car-forest-mx'],climate-action-reserve,68148,registered
forest,Mexico,2025-03-13 00:00:00+00:00,,FALSE,17204,2024-04-05 00:00:00+00:00,RestauraciÃ³n Forestal San Silverio,CAR1830,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1830,Ejido San Silverio,['car-forest-mx'],climate-action-reserve,0,registered
forest,United States,2016-08-31 00:00:00+00:00,2018-11-01 00:00:00+00:00,FALSE,48852,2013-12-19 00:00:00+00:00,Howland Research Forest,CAR681,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=681,Northeast Wilderness Trust,['car-forest'],climate-action-reserve,39469,unknown
forest,Mexico,2025-03-13 00:00:00+00:00,,FALSE,12336,2024-04-05 00:00:00+00:00,RestauraciÃ³n Forestal Yalchen,CAR1831,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1831,Ejido Yalchen,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2025-05-28 00:00:00+00:00,,FALSE,8361,2024-06-06 00:00:00+00:00,"Captura de carbono en los bosques del Ejido Opopeo, Salvador Escalante, Michoacan",CAR1842,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1842,EJIDO OPOPEO,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2024-07-08 00:00:00+00:00,2025-01-03 00:00:00+00:00,FALSE,64179,2023-10-11 00:00:00+00:00,Proyecto Forestal de Carbono Ejido La Ciudad,CAR1847,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1847,Ejido La Ciudad,['car-forest-mx'],climate-action-reserve,9544,registered
forest,Mexico,2025-01-28 00:00:00+00:00,,FALSE,320629,2023-09-19 00:00:00+00:00,Carbono Forestal Redondeados,CAR1850,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1850,Ejido Redondeados Y Anexos,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2025-05-01 00:00:00+00:00,,FALSE,84166,2023-11-02 00:00:00+00:00,Proyecto Forestal de Captura de Carbono Ejido Llano Blanco,CAR1853,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1853,Ejido Llano Blanco u Ojo FrÃ­o,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2024-10-31 00:00:00+00:00,,FALSE,38395,2023-10-06 00:00:00+00:00,Biorodal: Carbono Forestal Otilio MontaÃ±o,CAR1858,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1858,N.C.P.E. Otilio MontaÃ±o,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2024-08-22 00:00:00+00:00,,FALSE,180679,2024-01-19 00:00:00+00:00,Carbono Forestal La Catedral,CAR1859,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1859,Ejido La Catedral y Sus Anexos,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2024-09-17 00:00:00+00:00,2024-12-13 00:00:00+00:00,FALSE,547073,2024-02-20 00:00:00+00:00,BONOS X-HAZIL DE LA RUTA SIAN KAÂ´AN,CAR1863,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1863,Ejido X-Hazil y Anexos,['car-forest-mx'],climate-action-reserve,10250,registered
forest,Mexico,2024-10-17 00:00:00+00:00,2025-05-13 00:00:00+00:00,FALSE,499084,2024-02-20 00:00:00+00:00,BONOS AROMA DEL MAYAB,CAR1864,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1864,Ejido Caoba,['car-forest-mx'],climate-action-reserve,2000,registered
forest,Mexico,2024-08-27 00:00:00+00:00,2024-11-28 00:00:00+00:00,FALSE,546731,2024-02-20 00:00:00+00:00,BONOS LAGUNA SÃJIL NOH-HÃ,CAR1865,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1865,Ejido Felipe Carrillo Puerto,['car-forest-mx'],climate-action-reserve,8446,registered
forest,Mexico,2025-02-25 00:00:00+00:00,,FALSE,12869,2023-12-04 00:00:00+00:00,ProCarbono: Ejido Laguna de la Chaparra,CAR1884,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1884,EJIDO LAGUNA DE LA CHAPARRA,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2025-03-13 00:00:00+00:00,,FALSE,26153,2024-04-11 00:00:00+00:00,RestauraciÃ³n Forestal Kankabchen,CAR1893,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1893,Ejido Kankabchen 2,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2025-03-13 00:00:00+00:00,,FALSE,30502,2024-04-11 00:00:00+00:00,Manejo Forestal Mejorado La Esperanza,CAR1894,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1894,Ejido La Esperanza,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2025-03-13 00:00:00+00:00,,FALSE,42453,2024-04-11 00:00:00+00:00,RestauraciÃ³n Forestal Zamora,CAR1897,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1897,Ejido Zamora antes Emiliano Zapata,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2025-03-13 00:00:00+00:00,,FALSE,12589,2024-04-12 00:00:00+00:00,RestauraciÃ³n Forestal Laguna Guerrero,CAR1899,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1899,Ejido Laguna Guerrero,['car-forest-mx'],climate-action-reserve,0,registered
land-use,United States,2025-06-03 00:00:00+00:00,,FALSE,10425,2024-05-17 00:00:00+00:00,Kateri Grassland Project #1,CAR1915,Avoided Grassland Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1915,Kateri Environmental Corp.,['car-grassland'],climate-action-reserve,0,registered
forest,Mexico,2025-04-17 00:00:00+00:00,,FALSE,18150,2024-07-11 00:00:00+00:00,RestauraciÃ³n Forestal San Miguel Cuevas,CAR1921,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1921,Comunidad San Miguel Cuevas,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2025-04-17 00:00:00+00:00,,FALSE,20125,2024-07-11 00:00:00+00:00,RestauraciÃ³n Forestal San Miguel Achiutla,CAR1922,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1922,Comunidad San Miguel Achiutla,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2025-04-17 00:00:00+00:00,,FALSE,36394,2024-07-11 00:00:00+00:00,RestauraciÃ³n Forestal MFM Jayacatlan,CAR1924,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1924,Comunidad San Juan Bautista Jayacatlan,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2025-04-17 00:00:00+00:00,,FALSE,12350,2024-07-11 00:00:00+00:00,RestauraciÃ³n Forestal MFM Tejotepec,CAR1925,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1925,Comunidad Santa Maria Tejotepec,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2025-04-17 00:00:00+00:00,,FALSE,5651,2024-07-11 00:00:00+00:00,RestauraciÃ³n Forestal Santa Maria del Rosario,CAR1926,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1926,Comunidad Santa Maria del Rosario,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2025-04-17 00:00:00+00:00,,FALSE,14141,2024-07-11 00:00:00+00:00,RestauraciÃ³n Forestal Santiago Nacaltepec,CAR1927,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1927,Ejido Santiago Nacaltepec,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2024-10-16 00:00:00+00:00,2025-01-14 00:00:00+00:00,FALSE,302708,2024-03-01 00:00:00+00:00,Proyecto Forestal de Carbono Comunidad San Bernardino de Milpillas Chico,CAR1941,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1941,COMUNIDAD SAN BERNARDINO DE MILPILLAS CHICO,['car-forest-mx'],climate-action-reserve,1590,registered
forest,Mexico,2025-01-28 00:00:00+00:00,,FALSE,73961,2024-06-03 00:00:00+00:00,"XICO2e Carbono Forestal Ejido Naranjal Poniente, Municipio de Felipe Carrillo Puerto, Estado de Quintana Roo, Mexico",CAR1944,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1944,EJIDO NARANJAL PONIENTE,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2024-12-06 00:00:00+00:00,,FALSE,171760,2024-05-22 00:00:00+00:00,"XICO2e Carbono Forestal Ejido Noh Bec, Municipio de Felipe Carrillo Puerto, Estado de Quintana Roo, Mexico",CAR1946,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1946,EJIDO NOH BEC,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2024-12-31 00:00:00+00:00,,FALSE,14039,2024-06-07 00:00:00+00:00,"Captura de Carbono en los Bosques de ConÃ­feras y Latifoliadas  del Ejido el Alamito, Municipio de Santiago Papasquiaro, Estado de Durango",CAR1951,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1951,EJIDO EL ALAMITO,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2025-02-19 00:00:00+00:00,,FALSE,25644,2024-04-03 00:00:00+00:00,Proyecto Forestal de Captura de Carbono Ejido Cebadilla de Dolores,CAR1952,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1952,EJIDO CEBADILLAS DE DOLORES,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2025-05-09 00:00:00+00:00,,FALSE,85253,2024-07-12 00:00:00+00:00,Proyecto Forestal de Captura de Carbono Ejido La Trinidad y sus Anexos,CAR1995,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1995,Ejido La Trinidad y Sus Anexos,['car-forest-mx'],climate-action-reserve,0,registered
forest,United States,2015-08-11 00:00:00+00:00,2016-03-21 00:00:00+00:00,FALSE,265791,2009-01-17 00:00:00+00:00,McCloud River,CAR429,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=429,"Bascom Pacific, LLC",['car-forest'],climate-action-reserve,204660,registered
forest,United States,2015-04-07 00:00:00+00:00,2018-11-01 00:00:00+00:00,FALSE,604218,2009-09-29 00:00:00+00:00,Alligator River Avoided Conversion,CAR497,Avoided Forest Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=497,"Mattamuskeet Ventures I,  LLC",['car-forest'],climate-action-reserve,449980,registered
forest,United States,2012-09-18 00:00:00+00:00,2013-06-11 00:00:00+00:00,FALSE,46787,2009-12-21 00:00:00+00:00,Arcata Sunnybrae Tract,CAR575,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=575,City of Arcata,['car-forest'],climate-action-reserve,36608,registered
forest,United States,2010-08-27 00:00:00+00:00,2010-08-27 00:00:00+00:00,FALSE,17172,2010-01-28 00:00:00+00:00,Lompico Forest Carbon Project,CAR590,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=590,Sempervirens Fund,['car-forest'],climate-action-reserve,13562,registered
forest,United States,2014-01-29 00:00:00+00:00,2014-07-15 00:00:00+00:00,FALSE,201642,2011-02-11 00:00:00+00:00,Katahdin Iron Works Ecological Reserve,CAR646,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=646,AMC Maine Woods Initiative LLC,['car-forest'],climate-action-reserve,135886,registered
forest,United States,2015-09-22 00:00:00+00:00,2016-03-21 00:00:00+00:00,FALSE,109583,2010-09-30 00:00:00+00:00,Blue Source - Pungo River Forest Conservation Project,CAR659,Avoided Forest Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=659,David Dicktel,['car-forest'],climate-action-reserve,86679,registered
forest,United States,2016-02-23 00:00:00+00:00,2018-11-01 00:00:00+00:00,FALSE,69051,2010-06-21 00:00:00+00:00,Finite Carbon - NEFF,CAR672,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=672,New England Forestry Foundation,['car-forest'],climate-action-reserve,55767,registered
forest,United States,2015-10-27 00:00:00+00:00,2018-11-01 00:00:00+00:00,FALSE,234992,2010-10-04 00:00:00+00:00,Pocosin Lakes Forest Conservation Project,CAR676,Avoided Forest Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=676,W. Brinkley Melvin,['car-forest'],climate-action-reserve,185878,registered
forest,United States,2014-03-25 00:00:00+00:00,2016-03-21 00:00:00+00:00,FALSE,570049,2011-01-21 00:00:00+00:00,Blue Source - Francis Beidler Improved Forest Management Project,CAR683,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=683,"National Audubon Society, Inc.",['car-forest'],climate-action-reserve,450908,registered
forest,United States,2015-10-27 00:00:00+00:00,2018-11-01 00:00:00+00:00,FALSE,36597,2011-01-13 00:00:00+00:00,Noles North Avoided Conversion Forest Project,CAR688,Avoided Forest Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=688,Michael A. Noles,['car-forest'],climate-action-reserve,28657,registered
forest,United States,2012-09-18 00:00:00+00:00,2013-06-11 00:00:00+00:00,FALSE,23001,2012-01-13 00:00:00+00:00,Lucchesi Tract,CAR694,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=694,City of Arcata,['car-forest'],climate-action-reserve,19122,registered
forest,United States,2015-10-27 00:00:00+00:00,2018-11-01 00:00:00+00:00,FALSE,34856,2011-01-19 00:00:00+00:00,Noles South Avoided Conversion Forest Project,CAR802,Avoided Forest Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=802,Michael A. Noles,['car-forest'],climate-action-reserve,24233,registered
forest,United States,2012-09-18 00:00:00+00:00,2012-10-25 00:00:00+00:00,FALSE,48689,2012-01-14 00:00:00+00:00,Arcata City Forest Barnum Tract,CAR935,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=935,City of Arcata,['car-forest'],climate-action-reserve,43129,registered
forest,India,2023-06-28 00:00:00+00:00,2024-01-19 00:00:00+00:00,FALSE,78003,,"Community-based reforestation project on degraded lands in Uttar Pradesh, India by Indian Farm Forestry Development Co-operative Limited",VCS1015,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1015,Indian Farm Forestry Development Co-operative Limited,['ar-ams0005'],verra,48998,registered
forest,Congo Republic,2019-03-29 00:00:00+00:00,2019-03-29 00:00:00+00:00,FALSE,612915,,North Pikounda REDD+,VCS1052,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1052,Multiple Proponents,['vm0011'],verra,56196,registered
forest,United States,2013-09-16 00:00:00+00:00,2013-09-16 00:00:00+00:00,FALSE,265425,,Bethlehem Authority Improved Forest Management Project,VCS1060,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/1060,Bethlehem Authority,['vm0003'],verra,234617,registered
forest,Peru,2013-09-25 00:00:00+00:00,2013-09-26 00:00:00+00:00,FALSE,4874608,,Reduction of deforestation and degradation in Tambopata National Reserve and Bahuaja-Sonene National Park within the area of Madre de Dios region â€“Peru,VCS1067,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1067,AsociaciÃ³n para la InvestigaciÃ³n y Desarrollo Integral â€“ AIDER,['vm0007'],verra,4102490,registered
forest,Nicaragua,2020-03-25 00:00:00+00:00,2020-03-25 00:00:00+00:00,FALSE,263426,,EcoPlanet Bamboo Central America - Reforestation Project,VCS1085,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1085,"EcoPlanet Bamboo Group, LLC",['ar-acm0001'],verra,257060,registered
forest,Brazil,2015-02-24 00:00:00+00:00,2015-06-18 00:00:00+00:00,FALSE,2071291,,Ecomapua Amazon REDD Project,VCS1094,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1094,Multiple Proponents,['vm0015'],verra,1817677,registered
forest,Brazil,2015-11-06 00:00:00+00:00,2015-11-06 00:00:00+00:00,FALSE,1407657,,The Russas Project,VCS1112,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1112,Multiple Proponents,['vm0007'],verra,618462,registered
forest,Brazil,2015-02-09 00:00:00+00:00,2015-02-09 00:00:00+00:00,FALSE,1552925,,The Valparaiso Project,VCS1113,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1113,Multiple Proponents,['vm0007'],verra,887290,registered
forest,Brazil,2013-09-05 00:00:00+00:00,2013-09-05 00:00:00+00:00,FALSE,2097201,,JARI/AMAPÃ REDD+ PROJECT,VCS1115,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1115,Multiple Proponents,['vm0015'],verra,1638050,registered
forest,Peru,2025-05-07 00:00:00+00:00,,FALSE,3406,,Shade Coffee & Cacao Reforestation Project,VCS1153,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1153,SociÃ©tÃ© de gestion de projets ECOTIERRA Inc.,['ar-acm0003'],verra,0,registered
forest,Malawi,2015-03-25 00:00:00+00:00,2015-03-25 00:00:00+00:00,FALSE,3325607,,"Kulera Landscape REDD+ Program for Co-Managed Protected Areas, Malawi",VCS1168,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1168,Multiple Proponents,['vm0006'],verra,2897455,registered
forest,Sierra Leone,2016-04-25 00:00:00+00:00,2016-04-25 00:00:00+00:00,FALSE,2672520,,Gola REDD project,VCS1201,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1201,Gola Rainforest Conservation LG,['vm0007'],verra,2229623,registered
forest,Zambia,2014-07-18 00:00:00+00:00,2014-12-17 00:00:00+00:00,FALSE,2229034,,LOWER ZAMBEZI REDD+ PROJECT,VCS1202,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1202,BioCarbon Partners,['vm0009'],verra,1821567,registered
forest,Peru,2021-04-13 00:00:00+00:00,2021-06-29 00:00:00+00:00,FALSE,999130,,"Evio KuiÃ±aji EseÂ´Eja Cuana, To Mitigate Climate Change, Madre de Dios - PerÃº",VCS1218,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1218,Multiple Proponents,['vm0007'],verra,482164,registered
