category,country,first_issuance_at,first_retirement_at,is_compliance,issued,listed_at,name,project_id,project_type,project_type_source,project_url,proponent,protocol,registry,retired,status
forest,Mexico,2023-10-06 00:00:00+00:00,2025-02-24 00:00:00+00:00,FALSE,165049,2022-12-09 00:00:00+00:00,"CAPTURA DE CARBONO EN LOS BOSQUES DEL EJIDO EL BRILLANTE, MUNICIPIO DE PUEBLO NUEVO, ESTADO DE DURANGO, MEXICO",CAR1574,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1574,EJIDO EL BRILLANTE,['car-forest-mx'],climate-action-reserve,26472,registered
forest,Mexico,2023-08-24 00:00:00+00:00,,FALSE,27872,2022-04-22 00:00:00+00:00,Ejido 18 de Marzo,CAR1576,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1576,EJIDO 18 DE MARZO,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2023-08-24 00:00:00+00:00,,FALSE,67404,2022-04-22 00:00:00+00:00,Ejido Chunhuhub,CAR1577,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1577,EJIDO CHUNHUHUB,['car-forest-mx'],climate-action-reserve,0,registered
land-use,United States,2024-10-17 00:00:00+00:00,,FALSE,10195,2022-11-10 00:00:00+00:00,Pfister Ranch Avoided Conversion,CAR1580,Avoided Grassland Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1580,"My Green Earth, LP",['car-grassland'],climate-action-reserve,0,registered
forest,Mexico,2023-08-04 00:00:00+00:00,2024-01-04 00:00:00+00:00,FALSE,830696,2022-05-26 00:00:00+00:00,"Proyecto forestal de carbono del Ejido San Diego de Tezains, Durango, MÃ©xico",CAR1584,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1584,Ejido San Diego de Tezains,['car-forest-mx'],climate-action-reserve,365713,registered
forest,Mexico,2024-02-07 00:00:00+00:00,,FALSE,73213,2022-09-28 00:00:00+00:00,EJIDO TODOS SANTOS Y ANEXOS,CAR1585,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1585,EJIDO TODOS SANTOS Y ANEXOS,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2023-11-01 00:00:00+00:00,2024-12-05 00:00:00+00:00,FALSE,49507,2022-12-09 00:00:00+00:00,"CAPTURA DE CARBONO EN LOS BOSQUES DEL  EJIDO LA CUEVA Y ANEXOS, MUNICIPIO DE PUEBLO NUEVO, ESTADO DE DURANGO, MEXICO",CAR1586,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1586,EJIDO LA CUEVA Y ANEXOS,['car-forest-mx'],climate-action-reserve,1040,registered
forest,Mexico,2023-08-04 00:00:00+00:00,2024-12-18 00:00:00+00:00,FALSE,5017,2022-06-01 00:00:00+00:00,Bonos de Carbono-San JosÃ© del RincÃ³n-Mariposa Monarca-ConcepciÃ³n del Monte,CAR1587,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1587,EJIDO CONCEPCIÃ“N DEL MONTE,['car-forest-mx'],climate-action-reserve,4631,registered
forest,Mexico,2023-08-04 00:00:00+00:00,2024-12-18 00:00:00+00:00,FALSE,8586,2022-06-01 00:00:00+00:00,Bonos de Carbono-San JosÃ© del RincÃ³n-Mariposa Monarca-Ejido Las Rosas,CAR1588,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1588,EJIDO LAS ROSAS,['car-forest-mx'],climate-action-reserve,7924,registered
forest,Mexico,2023-08-04 00:00:00+00:00,2024-12-18 00:00:00+00:00,FALSE,4416,2022-06-01 00:00:00+00:00,Bonos de Carbono-San JosÃ© del RincÃ³n-Mariposa Monarca-Ejido Los Lobos,CAR1589,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1589,EJIDO LOS LOBOS,['car-forest-mx'],climate-action-reserve,4077,registered
forest,Mexico,2023-08-04 00:00:00+00:00,2024-12-18 00:00:00+00:00,FALSE,5533,2022-06-01 00:00:00+00:00,Bonos de Carbono-San JosÃ© del RincÃ³n-Mariposa Monarca-Ejido Rosa de Palo Amarillo,CAR1590,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1590,EJIDO ROSA DE PALO AMARILLO,['car-forest-mx'],climate-action-reserve,5107,registered
forest,Mexico,2023-08-04 00:00:00+00:00,2024-12-18 00:00:00+00:00,FALSE,2547,2022-06-01 00:00:00+00:00,Bonos de Carbono-San JosÃ© del RincÃ³n-Mariposa Monarca-Ejido San Felipe de JesÃºs,CAR1591,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1591,EJIDO SAN FELIPE DE JESÃšS,['car-forest-mx'],climate-action-reserve,2352,registered
forest,Mexico,2022-12-16 00:00:00+00:00,2023-02-01 00:00:00+00:00,FALSE,149565,2022-06-14 00:00:00+00:00,Proyecto Forestal de Carbono Ejido Madera,CAR1593,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1593,Ejido Madera,['car-forest-mx'],climate-action-reserve,18042,registered
forest,Mexico,2024-02-07 00:00:00+00:00,,FALSE,156081,2022-09-28 00:00:00+00:00,EJIDO LAS MILPAS Y ANEXOS,CAR1594,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1594,EJIDO LAS MILPAS Y ANEXOS,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2024-02-07 00:00:00+00:00,,FALSE,46330,2022-09-28 00:00:00+00:00,COMUNIDAD SANTA ANA,CAR1595,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1595,COMUNIDAD SANTA  ANA,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2024-02-07 00:00:00+00:00,,FALSE,27462,2022-09-28 00:00:00+00:00,EJIDO OSOS BRAVOS Y ANEXOS,CAR1596,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1596,EJIDO OSOS BRAVOS Y ANEXOS,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2024-02-07 00:00:00+00:00,,FALSE,6907,2022-09-28 00:00:00+00:00,PREDIO RUSTICO DENOMINADO ZALEAS,CAR1597,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1597,PREDIO RUSTICO DENOMINADO ZALEAS,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2023-05-30 00:00:00+00:00,2023-12-29 00:00:00+00:00,FALSE,68853,2022-08-15 00:00:00+00:00,Ejido Pozo Pirata,CAR1606,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1606,Ejido Pozo Pirata,['car-forest-mx'],climate-action-reserve,34762,registered
forest,Mexico,2023-05-30 00:00:00+00:00,2023-12-29 00:00:00+00:00,FALSE,71053,2022-08-15 00:00:00+00:00,Ejido Piedras Negras,CAR1607,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1607,EJIDO PIEDRAS NEGRAS,['car-forest-mx'],climate-action-reserve,38371,registered
forest,Mexico,2023-05-30 00:00:00+00:00,2023-12-29 00:00:00+00:00,FALSE,79065,2022-08-15 00:00:00+00:00,Ejido Gavilanes,CAR1608,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1608,EJIDO GAVILANES,['car-forest-mx'],climate-action-reserve,41388,registered
forest,Mexico,2024-05-07 00:00:00+00:00,2025-03-14 00:00:00+00:00,FALSE,15171,2022-09-02 00:00:00+00:00,Bonos Comunitarios:Ejido Lazaro Cardenas,CAR1611,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1611,EJIDO LAZARO CARDENAS,['car-forest-mx'],climate-action-reserve,8100,registered
forest,Mexico,2024-05-07 00:00:00+00:00,2025-01-21 00:00:00+00:00,FALSE,17088,2022-09-02 00:00:00+00:00,Bonos Comunitarios CO2_Ejido Kankabchen,CAR1612,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1612,EJIDO KANKABCHEN,['car-forest-mx'],climate-action-reserve,14334,registered
forest,Mexico,2024-05-07 00:00:00+00:00,,FALSE,15474,2022-09-02 00:00:00+00:00,Bonos Comunitarios CO2_Ejido X-yatil,CAR1613,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1613,EJIDO X-YATIL,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2024-04-30 00:00:00+00:00,2024-07-26 00:00:00+00:00,FALSE,11210,2022-09-15 00:00:00+00:00,Proyecto Forestal de Captura de Carbono del Ejido 20 de Noviembre,CAR1621,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1621,EJIDO 20 DE NOVIEMBRE,['car-forest-mx'],climate-action-reserve,4140,registered
forest,Mexico,2024-04-30 00:00:00+00:00,2024-07-26 00:00:00+00:00,FALSE,29898,2022-09-16 00:00:00+00:00,Proyecto Forestal de Captura de Carbono del Ejido Ãlvaro ObregÃ³n,CAR1622,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1622,EJIDO ALVARO OBREGON,['car-forest-mx'],climate-action-reserve,5300,registered
forest,Mexico,2024-04-30 00:00:00+00:00,2024-07-26 00:00:00+00:00,FALSE,26576,2022-09-15 00:00:00+00:00,Proyecto Forestal de Captura de Carbono del Ejido Xmejia,CAR1623,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1623,EJIDO XMEJIA,['car-forest-mx'],climate-action-reserve,5300,registered
forest,Mexico,2023-09-26 00:00:00+00:00,2024-09-10 00:00:00+00:00,FALSE,23908,2022-12-16 00:00:00+00:00,"CAPTURA DE CARBONO EN LOS BOSQUES DEL EJIDO SAN PABLO, MUNICIPIO DE PUEBLO NUEVO, ESTADO DE DURANGO, MEXICO",CAR1625,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1625,EJIDO SAN PABLO,['car-forest-mx'],climate-action-reserve,1277,registered
forest,Mexico,2023-10-13 00:00:00+00:00,2024-04-26 00:00:00+00:00,FALSE,113822,2022-12-08 00:00:00+00:00,"CAPTURA DE CARBONO EN LOS BOSQUES DE CONIFERAS Y LATIFOLIADAS EN EL EJIDO CHAVARRIA VIEJO,MUNICIPIO DE PUEBLO NUEVO, ESTADO DE DURANGO, MEXICO",CAR1626,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1626,EJIDO CHAVARRIA VIEJO,['car-forest-mx'],climate-action-reserve,7103,registered
forest,Mexico,2024-03-01 00:00:00+00:00,,FALSE,15549,2023-02-15 00:00:00+00:00,"CAPTURA DE CARBONO EN LOS BOSQUES DEL EJIDO EL LARGO Y ANEXOS, MUNICIPIO DE MADERA, ESTADO DE CHIHUAHUA, MEXICO",CAR1627,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1627,EJIDO EL LARGO Y ANEXOS,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2023-08-31 00:00:00+00:00,,FALSE,7365,2022-10-28 00:00:00+00:00,Captura de carbono forestal en los Bienes Comunales de San Francisco Oxtotilpan,CAR1635,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1635,Bienes Comunales de San Francisco Oxtotilpan,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2023-08-31 00:00:00+00:00,,FALSE,2573,2022-10-28 00:00:00+00:00,Captura de carbono forestal en el ejido San Pedro Jacuaro,CAR1636,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1636,Ejido San Pedro Jacuaro,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2023-08-31 00:00:00+00:00,,FALSE,2881,2022-10-28 00:00:00+00:00,Captura de carbono forestal en el ejido OtzumatlÃ¡n o RÃ­o de Parras,CAR1637,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1637,Ejido OtzumatlÃ¡n o RÃ­o de Parras,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2023-08-31 00:00:00+00:00,,FALSE,6315,2022-10-28 00:00:00+00:00,Captura de carbono forestal en la Comunidad IndÃ­gena San Pedro Jacuaro,CAR1638,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1638,Comunidad IndÃ­gena San Pedro Jacuaro,['car-forest-mx'],climate-action-reserve,0,registered
land-use,United States,2023-05-12 00:00:00+00:00,2023-11-03 00:00:00+00:00,FALSE,86,2022-09-27 00:00:00+00:00,AgriCapture Grasslands Project 1,CAR1641,Avoided Grassland Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1641,AgriCapture Inc,['car-grassland'],climate-action-reserve,30,registered
forest,Mexico,2023-11-28 00:00:00+00:00,2024-05-28 00:00:00+00:00,FALSE,133766,2022-12-05 00:00:00+00:00,Comunidad El Tarahumar y BajÃ­os del Tarahumar,CAR1648,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1648,El Tarahumar y BajÃ­os del Tarahumar,['car-forest-mx'],climate-action-reserve,39604,registered
land-use,United States,2024-12-13 00:00:00+00:00,,FALSE,8758,2022-10-19 00:00:00+00:00,Fauth Ranch,CAR1649,Avoided Grassland Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1649,"Fauth Ranch, LLC",['car-grassland'],climate-action-reserve,0,registered
land-use,United States,2024-12-06 00:00:00+00:00,,FALSE,3586,2022-11-04 00:00:00+00:00,Roen Ranch,CAR1650,Avoided Grassland Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1650,Jennifer Roen,['car-grassland'],climate-action-reserve,0,registered
land-use,United States,2024-12-10 00:00:00+00:00,,FALSE,9032,2022-11-04 00:00:00+00:00,Willow Creek Avoided Grassland Conversion,CAR1652,Avoided Grassland Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1652,"Carroll MT Properties, LLC (secondary)",['car-grassland'],climate-action-reserve,0,registered
land-use,United States,2025-05-20 00:00:00+00:00,,FALSE,16068,2022-11-04 00:00:00+00:00,Middle Fork II Avoided Grassland Conversion,CAR1653,Avoided Grassland Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1653,"Middle Fork Land and Livestock, Inc",['car-grassland'],climate-action-reserve,0,registered
forest,Mexico,2023-12-01 00:00:00+00:00,2024-08-27 00:00:00+00:00,FALSE,65483,2022-11-16 00:00:00+00:00,Comunidad Tutuaca,CAR1657,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1657,Comunidad Tutuaca,['car-forest-mx'],climate-action-reserve,24446,registered
forest,Mexico,2023-12-01 00:00:00+00:00,2024-08-27 00:00:00+00:00,FALSE,159116,2022-11-16 00:00:00+00:00,Ejido Conoachi y Anexos,CAR1658,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1658,Ejido Conoachi y sus Anexos,['car-forest-mx'],climate-action-reserve,24694,registered
forest,Mexico,2023-12-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,FALSE,100768,2022-11-16 00:00:00+00:00,Ejido Basaseachi,CAR1659,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1659,Ejido Basaseachi,['car-forest-mx'],climate-action-reserve,10064,registered
forest,Mexico,2023-09-01 00:00:00+00:00,2024-02-16 00:00:00+00:00,FALSE,259460,2022-11-16 00:00:00+00:00,Ejido Tutuaca,CAR1660,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1660,Ejido Tutuaca,['car-forest-mx'],climate-action-reserve,148055,registered
forest,Mexico,2023-12-01 00:00:00+00:00,2024-08-27 00:00:00+00:00,FALSE,103595,2022-11-16 00:00:00+00:00,Ejido Heredia y Anexos,CAR1661,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1661,Ejido Heredia y Anexos,['car-forest-mx'],climate-action-reserve,22905,registered
forest,Mexico,2023-12-27 00:00:00+00:00,2023-12-30 00:00:00+00:00,FALSE,639340,2023-08-02 00:00:00+00:00,"XICO2e Carbono Forestal Ejido Pueblo Nuevo, Durango, MÃ©xico",CAR1663,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1663,EJIDO PUEBLO NUEVO,['car-forest-mx'],climate-action-reserve,208064,registered
forest,Mexico,2023-12-01 00:00:00+00:00,2024-08-27 00:00:00+00:00,FALSE,109629,2022-11-16 00:00:00+00:00,CondueÃ±azgo Memelichi,CAR1664,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1664,CondueÃ±azgo Memelichi,['car-forest-mx'],climate-action-reserve,8246,registered
forest,Mexico,2024-02-07 00:00:00+00:00,2024-04-19 00:00:00+00:00,FALSE,1256954,2022-12-02 00:00:00+00:00,ConhÃºas,CAR1674,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1674,ConhuÃ¡s,['car-forest-mx'],climate-action-reserve,462642,registered
forest,Mexico,2024-02-28 00:00:00+00:00,2024-05-15 00:00:00+00:00,FALSE,28410,2022-12-14 00:00:00+00:00,ProCarbono: Ejido Quebrada de Cebollas,CAR1675,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1675,Ejido Quebrada de Cebollas,['car-forest-mx'],climate-action-reserve,8908,registered
land-use,United States,2024-03-29 00:00:00+00:00,,FALSE,3965,2023-03-29 00:00:00+00:00,Heartland Ranch Phase 4,CAR1693,Avoided Grassland Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1693,Southern Plains Land Trust,['car-grassland'],climate-action-reserve,0,registered
land-use,United States,2024-03-29 00:00:00+00:00,,FALSE,5089,2023-03-29 00:00:00+00:00,Heartland Ranch Phase 5,CAR1694,Avoided Grassland Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1694,Southern Plains Land Trust,['car-grassland'],climate-action-reserve,0,registered
forest,Mexico,2024-01-24 00:00:00+00:00,2024-05-15 00:00:00+00:00,FALSE,95268,2023-01-10 00:00:00+00:00,ProCarbono: Ejios Los Altares,CAR1704,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1704,EJIDO LOS ALTARES,['car-forest-mx'],climate-action-reserve,21033,registered
forest,Mexico,2023-12-27 00:00:00+00:00,2023-12-30 00:00:00+00:00,FALSE,90770,2023-07-27 00:00:00+00:00,"XICO2e Carbono Forestal Ejido Vencedores y Anexos, San Dimas, Durango, MÃ©xico",CAR1710,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1710,EJIDO VENCEDORES Y ANEXOS,['car-forest-mx'],climate-action-reserve,27795,registered
forest,Mexico,2023-12-22 00:00:00+00:00,2024-04-22 00:00:00+00:00,FALSE,8217,2023-08-10 00:00:00+00:00,"XICO2e Carbono Forestal  Ejido las Pintas, San Dimas, Durango, MÃ©xico",CAR1728,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1728,EJIDO LAS PINTAS,['car-forest-mx'],climate-action-reserve,3144,registered
forest,Mexico,2024-01-12 00:00:00+00:00,,FALSE,14779,2023-07-05 00:00:00+00:00,"Captura de Carbono en los Bosques de Coniferas y Latifoliadas del Ejido Mil Diez y Anexos, Municipio de Pueblo Nuevo, Estado de Durango, Mexico",CAR1729,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1729,EJIDO MIL DIEZ Y ANEXOS,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2024-10-31 00:00:00+00:00,2024-12-05 00:00:00+00:00,FALSE,9363,2023-03-17 00:00:00+00:00,Carbono Azul Playa Tortuga,CAR1731,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1731,Carbono Azul Playa Tortuga,['car-forest-mx'],climate-action-reserve,6356,registered
forest,Mexico,2024-03-06 00:00:00+00:00,2024-05-15 00:00:00+00:00,FALSE,32802,2023-02-15 00:00:00+00:00,ProCarbono: Ejido Las Hacienditas y Anexos,CAR1735,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1735,EJIDO LAS HACIENDITAS Y ANEXOS,['car-forest-mx'],climate-action-reserve,10450,registered
forest,Mexico,2024-02-16 00:00:00+00:00,2024-05-15 00:00:00+00:00,FALSE,6423,2023-04-27 00:00:00+00:00,ProCarbono: Ejido Silvestre Revueltas,CAR1736,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1736,EJIDO SILVESTRE REVUELTAS,['car-forest-mx'],climate-action-reserve,4455,registered
forest,Mexico,2024-02-27 00:00:00+00:00,2024-05-15 00:00:00+00:00,FALSE,6024,2023-05-05 00:00:00+00:00,ProCarbono: Ejido El RincÃ³n,CAR1737,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1737,EJIDO EL RINCON,['car-forest-mx'],climate-action-reserve,4173,registered
forest,Mexico,2024-04-29 00:00:00+00:00,2024-12-12 00:00:00+00:00,FALSE,374674,2023-04-14 00:00:00+00:00,RestauraciÃ³n Forestal X-pichil,CAR1739,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1739,Ejido X-pichil,['car-forest-mx'],climate-action-reserve,43330,registered
forest,Mexico,2023-12-05 00:00:00+00:00,2023-12-29 00:00:00+00:00,FALSE,98111,2023-04-10 00:00:00+00:00,Carbono Forestal La NorteÃ±ita,CAR1744,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1744,AGROPECUARIA LA NORTEÃ‘ITA S. DE R.L DE C.V,['car-forest-mx'],climate-action-reserve,43646,registered
forest,Mexico,2024-10-31 00:00:00+00:00,,FALSE,52380,2023-04-27 00:00:00+00:00,RestauraciÃ³n Forestal Adolfo de la Huerta,CAR1745,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1745,Ejido Adolfo de la Huerta,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2024-10-31 00:00:00+00:00,,FALSE,45748,2023-04-27 00:00:00+00:00,RestauraciÃ³n Forestal San Felipe III,CAR1746,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1746,Ejido San Felipe III,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2024-10-31 00:00:00+00:00,,FALSE,67754,2023-04-27 00:00:00+00:00,RestauraciÃ³n Forestal Puerto Arturo,CAR1747,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1747,Ejido Puerto Arturo,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2024-10-31 00:00:00+00:00,,FALSE,64478,2023-04-27 00:00:00+00:00,RestauraciÃ³n Forestal General Francisco Villa,CAR1748,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1748,Ejido General Francisco Villa,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2024-10-31 00:00:00+00:00,,FALSE,35243,2023-04-27 00:00:00+00:00,RestauraciÃ³n Forestal Chunkanan,CAR1749,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1749,Ejido Chunkanan,['car-forest-mx'],climate-action-reserve,0,registered
forest,Mexico,2024-10-31 00:00:00+00:00,,FALSE,33911,2023-04-27 00:00:00+00:00,RestauraciÃ³n Forestal NCPA Yalcoba Nuevo,CAR1767,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1767,Ejido NCPA Yalcoba Nuevo,['car-forest-mx'],climate-action-reserve,0,registered
forest,United States,2015-05-12 00:00:00+00:00,2016-03-21 00:00:00+00:00,FALSE,239205,2013-06-04 00:00:00+00:00,Finite Carbon - Berry Summit,CAR1004,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1004,"Berry Summit, LLC",['car-forest'],climate-action-reserve,193277,completed
forest,United States,2015-11-23 00:00:00+00:00,2018-11-01 00:00:00+00:00,FALSE,325897,2010-06-17 00:00:00+00:00,Finite Carbon - Brosnan Forest,CAR658,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=658,Norfolk Southern Railway Company,['car-forest'],climate-action-reserve,263324,completed
forest,United States,2013-11-12 00:00:00+00:00,2016-03-21 00:00:00+00:00,FALSE,284043,2010-07-02 00:00:00+00:00,Finite Carbon - Farm Cove Community Forest Project,CAR657,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=657,Downeast Lakes Land Trust,['car-forest'],climate-action-reserve,229402,completed
forest,United States,2015-10-27 00:00:00+00:00,2018-11-01 00:00:00+00:00,FALSE,252512,2010-03-05 00:00:00+00:00,Finite Carbon - MWF Brimstone IFM Project I,CAR582,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=582,Lyme Brimstone Timberlands LLC,['car-forest'],climate-action-reserve,204026,completed
forest,Mexico,2024-09-26 00:00:00+00:00,,FALSE,64804,2023-12-13 00:00:00+00:00,"Captura de Carbono en los Bosques de ConÃ­feras y Latifoliadas  del Ejido La Victoria y Anexos, Municipio de Pueblo Nuevo, Estado de Durango, MÃ©xico",CAR1804,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1804,EJIDO LA VICTORIA Y ANEXOS,['car-forest-mx'],climate-action-reserve,0,registered
forest,United States,2013-12-24 00:00:00+00:00,2016-03-21 00:00:00+00:00,FALSE,279456,2010-11-08 00:00:00+00:00,Finite Carbon - Potlatch Moro Big Pine CE,CAR648,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=648,"PotlatchDeltic Forest Holdings, Inc",['car-forest'],climate-action-reserve,220208,completed
forest,United States,2015-09-08 00:00:00+00:00,2018-11-01 00:00:00+00:00,FALSE,170586,2012-05-04 00:00:00+00:00,Finite Carbon - Shannondale Tree Farm,CAR780,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=780,"Shannondale Carbon, LLC",['car-forest'],climate-action-reserve,123809,completed
forest,United States,2014-11-12 00:00:00+00:00,2016-03-21 00:00:00+00:00,FALSE,166918,2012-03-12 00:00:00+00:00,Finite Carbon - The Forestland Group Champion Property,CAR645,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=645,Heartwood Forestland Fund III Limited Partnership,['car-forest'],climate-action-reserve,134809,completed
forest,United States,2015-11-09 00:00:00+00:00,2018-11-01 00:00:00+00:00,FALSE,315573,2005-07-01 00:00:00+00:00,Garcia River Forest,CAR102,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=102,The Conservation Fund,['car-forest'],climate-action-reserve,254371,unknown
